city,area,rooms,bathroom,parking spaces,animal,furniture,hoa (R$),rent amount (R$),property tax (R$),fire insurance (R$)
São Paulo,310,5,2,2,acept,not furnished,2800,5000,1084,64
São Paulo,180,3,2,2,acept,not furnished,2200,2500,542,32
São Paulo,207,3,4,3,acept,not furnished,2600,2500,817,32
São Paulo,91,3,3,3,not acept,not furnished,1312,2438,850,31
São Paulo,275,4,3,4,acept,furnished,3000,10000,0,127
São Paulo,57,1,1,1,acept,furnished,300,6000,17,77
São Paulo,245,4,5,4,acept,not furnished,2641,3200,744,41
São Paulo,216,3,4,2,acept,not furnished,3400,4675,870,60
São Paulo,80,2,1,1,acept,not furnished,654,2300,94,30
São Paulo,130,3,2,2,acept,not furnished,1100,3850,209,49
São Paulo,163,2,3,3,acept,not furnished,1650,7000,896,89
São Paulo,80,1,2,0,not acept,not furnished,1174,3900,135,50
São Paulo,80,2,1,0,not acept,not furnished,600,1950,0,25
São Paulo,600,3,3,4,acept,not furnished,0,6800,966,103
São Paulo,265,3,3,2,acept,furnished,0,8712,1167,131
São Paulo,35,1,1,0,acept,not furnished,400,1200,0,16
São Paulo,30,1,1,1,not acept,furnished,2400,3500,0,45
São Paulo,179,3,3,3,acept,furnished,1800,3200,900,41
São Paulo,35,1,1,0,not acept,not furnished,0,1310,0,17
São Paulo,115,2,2,1,acept,furnished,950,6500,125,83
São Paulo,341,3,3,2,acept,not furnished,2600,4400,825,56
São Paulo,115,2,3,2,acept,not furnished,1380,12000,790,153
São Paulo,37,1,1,1,acept,furnished,500,3000,125,39
São Paulo,160,3,2,2,acept,not furnished,0,4000,267,61
São Paulo,175,4,3,2,acept,not furnished,0,3200,380,49
São Paulo,400,4,6,5,acept,not furnished,0,5300,984,80
São Paulo,45,1,2,0,acept,not furnished,0,1430,0,22
São Paulo,146,3,4,2,acept,furnished,1800,11000,592,140
São Paulo,135,3,2,0,acept,not furnished,1400,4500,317,58
São Paulo,37,1,1,1,not acept,not furnished,676,3000,112,39
São Paulo,238,3,5,3,acept,furnished,2700,15000,834,191
São Paulo,55,1,1,0,acept,not furnished,0,1100,0,14
São Paulo,92,2,2,2,acept,furnished,840,2288,244,29
São Paulo,131,4,4,2,acept,not furnished,1400,4500,317,58
São Paulo,70,3,2,2,acept,furnished,650,2500,120,32
São Paulo,139,3,4,2,not acept,furnished,1350,11000,500,140
São Paulo,182,3,4,3,acept,not furnished,0,7000,459,106
São Paulo,318,4,6,4,not acept,not furnished,2500,12000,334,153
São Paulo,380,4,6,1,not acept,furnished,0,10840,334,163
São Paulo,50,2,2,1,acept,not furnished,400,1900,0,25
São Paulo,179,4,4,3,acept,furnished,1100,8500,751,108
São Paulo,180,3,1,1,acept,not furnished,100,2500,84,38
São Paulo,354,5,6,3,acept,not furnished,0,8850,958,134
São Paulo,55,2,2,1,acept,not furnished,600,1300,67,17
São Paulo,60,2,2,1,acept,furnished,752,3800,130,49
São Paulo,350,4,3,4,acept,not furnished,1,7300,600,110
São Paulo,32,1,1,0,acept,not furnished,400,2001,0,26
São Paulo,63,2,2,1,acept,furnished,720,3500,113,45
São Paulo,60,2,1,0,acept,not furnished,450,1600,0,21
São Paulo,120,3,2,1,acept,furnished,1400,3280,125,42
São Paulo,92,3,2,0,acept,not furnished,870,5800,242,74
São Paulo,100,2,2,1,not acept,not furnished,0,1450,80,22
São Paulo,130,3,2,1,acept,not furnished,1600,2900,200,37
São Paulo,200,3,3,2,not acept,furnished,2500,6000,125,77
São Paulo,33,1,1,1,not acept,furnished,1500,2000,250,26
São Paulo,100,3,1,0,acept,not furnished,0,2200,350,34
São Paulo,115,2,1,0,acept,not furnished,1500,2200,67,28
São Paulo,64,1,2,1,acept,furnished,650,8900,154,64
São Paulo,100,2,3,2,acept,not furnished,1800,2200,209,28
São Paulo,38,1,1,1,acept,furnished,475,3008,0,39
São Paulo,71,2,1,1,acept,not furnished,800,2140,0,28
São Paulo,70,2,2,1,not acept,not furnished,662,4500,122,58
São Paulo,220,4,3,3,acept,not furnished,1600,3400,0,44
São Paulo,128,3,2,2,acept,not furnished,1100,2500,293,32
São Paulo,35,1,1,1,acept,furnished,572,4900,70,63
São Paulo,43,2,1,1,not acept,not furnished,750,1375,17,18
São Paulo,60,1,1,0,acept,not furnished,0,1250,280,16
São Paulo,50,2,1,1,acept,furnished,428,3900,71,50
São Paulo,65,2,2,0,acept,not furnished,400,1910,0,25
São Paulo,150,3,2,1,acept,not furnished,0,1450,0,22
São Paulo,49,1,1,1,acept,furnished,1730,6200,0,79
São Paulo,30,1,1,0,not acept,not furnished,0,1200,0,19
São Paulo,45,1,1,0,acept,not furnished,265,1275,0,17
São Paulo,197,3,4,1,acept,not furnished,2665,4500,459,58
São Paulo,136,3,3,2,acept,not furnished,1439,2200,339,28
São Paulo,115,3,2,1,acept,furnished,1082,6300,224,80
São Paulo,130,2,1,1,acept,not furnished,1159,3850,160,49
São Paulo,87,3,3,2,not acept,furnished,930,3000,253,39
São Paulo,95,3,2,0,acept,not furnished,0,2350,0,36
São Paulo,50,1,1,1,acept,not furnished,795,3500,213,45
São Paulo,128,3,4,2,not acept,furnished,1337,5000,609,64
São Paulo,100,3,2,1,not acept,furnished,950,2700,71,35
São Paulo,139,4,5,2,not acept,not furnished,1500,10000,584,127
São Paulo,24,1,1,0,not acept,furnished,368,2530,55,33
São Paulo,49,1,1,1,not acept,furnished,600,5400,0,69
São Paulo,40,1,1,0,not acept,furnished,0,2600,0,33
São Paulo,320,3,3,4,acept,not furnished,0,8000,1167,121
São Paulo,52,1,1,1,not acept,not furnished,1700,4420,188,57
São Paulo,119,3,3,1,not acept,furnished,790,3750,135,48
São Paulo,35,1,1,0,acept,furnished,700,1618,29,21
São Paulo,98,3,3,2,acept,furnished,1975,2900,459,37
São Paulo,260,4,4,4,acept,not furnished,2622,4000,600,51
São Paulo,45,2,1,0,not acept,not furnished,162,1610,8,21
São Paulo,270,2,2,3,acept,not furnished,2200,8650,0,110
São Paulo,50,1,1,0,acept,not furnished,0,1400,1,22
São Paulo,45,2,1,1,acept,not furnished,300,1100,38,14
São Paulo,150,3,1,2,acept,not furnished,1300,3000,0,39
São Paulo,58,2,1,0,acept,furnished,397,1780,0,23
São Paulo,130,2,4,4,not acept,not furnished,1300,2700,411,35
São Paulo,60,1,1,0,not acept,not furnished,0,1300,144,20
São Paulo,54,2,1,1,not acept,not furnished,475,1460,0,19
São Paulo,111,3,3,2,acept,not furnished,0,4000,357,61
São Paulo,145,3,3,1,acept,not furnished,1225,5800,375,74
São Paulo,42,1,1,1,acept,not furnished,450,2700,52,35
São Paulo,98,2,1,1,acept,not furnished,650,1800,8,23
São Paulo,230,5,3,2,acept,furnished,0,3491,291,53
São Paulo,450,4,6,4,acept,not furnished,0,11600,1042,175
São Paulo,62,1,2,1,acept,furnished,2061,11000,262,140
São Paulo,95,2,1,1,acept,not furnished,900,3000,67,39
São Paulo,34,1,1,1,not acept,furnished,0,2890,0,37
São Paulo,22,1,1,1,not acept,furnished,580,3000,8,39
São Paulo,96,2,1,1,acept,not furnished,1080,4300,118,55
São Paulo,68,2,2,1,acept,not furnished,750,2600,196,33
São Paulo,300,3,5,4,acept,not furnished,0,4490,334,68
São Paulo,140,3,2,2,acept,not furnished,0,2000,51,31
São Paulo,136,4,2,3,acept,not furnished,1200,3300,250,42
São Paulo,65,2,2,2,not acept,not furnished,907,3500,0,45
São Paulo,390,3,3,2,not acept,not furnished,1800,6500,1000,83
São Paulo,67,2,1,0,acept,not furnished,477,1200,0,16
São Paulo,52,1,1,1,acept,furnished,410,4667,64,60
São Paulo,39,1,1,1,acept,not furnished,1144,2500,312,32
São Paulo,82,3,2,2,acept,not furnished,1400,1800,290,23
São Paulo,33,1,1,0,acept,not furnished,305,1500,0,20
São Paulo,110,3,2,2,acept,not furnished,834,5500,297,70
São Paulo,70,3,1,1,acept,not furnished,800,3000,0,39
São Paulo,93,3,3,2,acept,furnished,1230,3750,359,48
São Paulo,280,4,5,4,not acept,not furnished,3600,12000,917,153
São Paulo,100,2,2,1,not acept,not furnished,0,4550,75,69
São Paulo,140,3,4,2,not acept,furnished,1300,3000,234,39
São Paulo,110,2,1,1,not acept,not furnished,705,1800,0,23
São Paulo,98,2,3,2,acept,furnished,1907,8500,468,108
São Paulo,120,3,1,4,acept,not furnished,0,3500,260,53
São Paulo,180,3,2,1,acept,not furnished,1850,7000,299,89
São Paulo,250,4,3,3,acept,not furnished,2000,4000,167,51
São Paulo,126,3,4,3,acept,not furnished,1560,4000,1021,51
São Paulo,132,3,4,2,acept,not furnished,1405,3200,317,41
São Paulo,54,2,1,1,acept,not furnished,750,1200,84,16
São Paulo,62,3,1,1,not acept,not furnished,400,1600,25,21
São Paulo,145,3,4,3,not acept,not furnished,1300,2850,459,37
São Paulo,165,3,4,6,acept,furnished,0,4800,100,73
São Paulo,208,4,5,2,acept,not furnished,2900,7000,792,89
São Paulo,87,3,2,1,acept,not furnished,1191,3600,93,46
São Paulo,300,2,4,2,acept,furnished,0,3250,0,49
São Paulo,200,3,2,3,acept,not furnished,0,3950,800,60
São Paulo,140,2,3,2,acept,not furnished,1600,4000,250,51
São Paulo,53,2,2,1,not acept,furnished,579,3000,89,39
São Paulo,120,3,2,2,acept,not furnished,0,2000,323,31
São Paulo,90,2,2,1,acept,not furnished,959,2968,67,38
São Paulo,110,4,4,1,acept,not furnished,0,6800,167,103
São Paulo,400,3,3,4,acept,not furnished,0,4250,160,64
São Paulo,100,3,3,1,acept,not furnished,0,7000,881,106
São Paulo,83,3,1,1,acept,not furnished,180,2500,0,32
São Paulo,311,4,4,4,acept,furnished,2100,15000,0,191
São Paulo,67,2,1,1,acept,not furnished,0,1800,0,23
São Paulo,100,2,2,0,acept,not furnished,0,2700,265,35
São Paulo,55,2,1,1,not acept,not furnished,470,1330,0,17
São Paulo,220,3,4,2,acept,furnished,0,4500,197,68
São Paulo,400,4,4,4,acept,furnished,0,10000,912,151
São Paulo,22,1,1,0,acept,not furnished,200,1650,0,21
São Paulo,40,1,1,0,not acept,not furnished,50,1100,50,14
São Paulo,204,4,3,1,acept,furnished,1774,6000,0,77
São Paulo,240,2,2,4,acept,not furnished,0,3500,362,53
São Paulo,56,2,1,1,acept,not furnished,550,1160,0,15
São Paulo,96,1,2,1,acept,furnished,1835,4250,167,54
São Paulo,54,1,1,0,acept,not furnished,495,2306,0,30
São Paulo,170,4,4,3,not acept,furnished,2493,5000,750,22
São Paulo,40,1,1,0,acept,not furnished,0,1100,195,17
São Paulo,350,5,4,6,acept,not furnished,0,6000,640,91
São Paulo,142,3,3,2,acept,not furnished,1600,9000,475,115
São Paulo,54,1,1,0,acept,not furnished,730,1500,0,20
São Paulo,20,1,1,0,not acept,furnished,150,3142,67,40
São Paulo,75,2,2,0,not acept,not furnished,750,2125,146,27
São Paulo,156,3,3,3,acept,furnished,1600,8000,628,102
São Paulo,206,3,3,1,acept,furnished,2914,7400,586,94
São Paulo,100,2,1,0,not acept,not furnished,800,1659,0,22
São Paulo,220,3,4,4,not acept,not furnished,1710,3550,790,45
São Paulo,60,2,1,1,acept,not furnished,350,1650,0,21
São Paulo,200,3,2,5,acept,not furnished,0,7000,963,106
São Paulo,240,3,5,6,acept,not furnished,0,4900,100,74
São Paulo,66,1,1,2,acept,furnished,800,2800,200,36
São Paulo,85,2,1,1,acept,not furnished,0,1450,0,22
São Paulo,50,1,1,1,not acept,furnished,728,3500,100,45
São Paulo,450,3,2,0,acept,not furnished,0,5800,917,88
São Paulo,235,3,2,1,acept,not furnished,0,6000,825,91
São Paulo,141,3,3,2,acept,not furnished,1100,7935,167,101
São Paulo,80,2,1,0,acept,not furnished,0,1200,67,19
São Paulo,49,2,1,1,acept,not furnished,277,2100,104,27
São Paulo,200,3,3,4,acept,not furnished,1950,3230,680,41
São Paulo,46,2,1,0,acept,furnished,510,2880,27,37
São Paulo,160,4,4,3,acept,not furnished,2500,11000,0,140
São Paulo,100,2,1,1,acept,not furnished,0,3800,270,58
São Paulo,35,1,1,1,not acept,furnished,420,1250,0,16
São Paulo,120,3,2,1,acept,not furnished,1150,5300,167,68
São Paulo,150,3,4,3,acept,furnished,1300,5120,834,65
São Paulo,220,3,4,2,acept,furnished,0,7000,434,106
São Paulo,48,2,1,1,not acept,not furnished,405,2050,104,26
São Paulo,160,3,3,2,acept,not furnished,0,4680,212,71
São Paulo,171,3,3,4,not acept,not furnished,2489,8700,820,111
São Paulo,30,1,1,0,not acept,not furnished,0,700,59,11
São Paulo,80,2,2,2,acept,not furnished,721,1850,45,24
São Paulo,55,1,2,1,acept,furnished,2270,5500,18,70
São Paulo,55,2,1,1,acept,not furnished,0,1200,122,19
São Paulo,380,3,2,2,acept,not furnished,3835,6650,667,85
São Paulo,100,3,2,2,not acept,not furnished,1200,2000,0,26
São Paulo,180,3,3,3,acept,not furnished,0,5000,235,76
São Paulo,110,2,2,0,acept,furnished,781,4750,146,61
São Paulo,52,1,2,1,acept,furnished,850,4100,116,52
São Paulo,97,3,2,2,acept,not furnished,1600,1700,125,22
São Paulo,58,2,1,1,acept,not furnished,100,1200,0,16
São Paulo,343,4,4,4,acept,not furnished,0,6000,1042,91
São Paulo,205,4,4,6,acept,not furnished,2450,2720,959,35
São Paulo,68,3,2,1,acept,furnished,960,1500,84,20
São Paulo,67,3,2,1,acept,not furnished,600,1700,180,22
São Paulo,62,3,1,1,acept,not furnished,750,1200,0,16
São Paulo,120,5,2,4,acept,not furnished,0,6500,680,98
São Paulo,50,2,1,1,acept,not furnished,494,1400,0,18
São Paulo,110,3,3,1,acept,furnished,1280,4700,138,60
São Paulo,224,3,4,2,acept,not furnished,3300,6000,679,77
São Paulo,93,2,1,2,not acept,not furnished,1300,6800,460,87
São Paulo,45,1,1,0,not acept,not furnished,0,1050,34,16
São Paulo,120,3,2,1,acept,not furnished,1700,2500,347,32
São Paulo,50,2,1,1,not acept,not furnished,520,1600,0,21
São Paulo,136,4,3,1,acept,not furnished,1800,4200,312,54
São Paulo,235,3,4,4,acept,furnished,1950,15000,1150,191
São Paulo,220,3,3,3,acept,furnished,0,2800,250,43
São Paulo,100,3,3,2,acept,not furnished,1200,2800,384,36
São Paulo,47,1,1,0,not acept,not furnished,100,1000,76,13
São Paulo,35,1,1,0,not acept,not furnished,411,1080,35,14
São Paulo,69,2,1,0,acept,furnished,1880,7540,380,96
São Paulo,62,2,2,2,acept,not furnished,720,1720,120,22
São Paulo,100,2,2,0,acept,not furnished,0,2500,220,38
São Paulo,160,3,3,1,acept,not furnished,2800,4500,450,58
São Paulo,61,2,1,1,not acept,furnished,2065,3300,216,42
São Paulo,51,2,1,1,acept,not furnished,455,2500,23,32
São Paulo,58,2,2,1,acept,not furnished,400,2300,250,30
São Paulo,76,2,1,1,not acept,furnished,906,4250,217,54
São Paulo,86,2,2,2,acept,not furnished,622,1950,267,25
São Paulo,100,3,3,2,acept,furnished,1035,4062,150,52
São Paulo,22,1,1,0,not acept,furnished,400,1956,50,25
São Paulo,600,3,2,2,acept,not furnished,0,7500,1000,113
São Paulo,205,4,4,0,acept,not furnished,3050,9800,623,125
São Paulo,60,2,1,1,acept,not furnished,950,1980,0,26
São Paulo,171,4,5,4,acept,not furnished,1900,8000,715,102
São Paulo,71,2,2,1,acept,not furnished,250,1830,153,24
São Paulo,69,2,1,1,acept,not furnished,550,1600,5,21
São Paulo,90,3,3,1,acept,not furnished,1347,4650,241,59
São Paulo,269,4,3,4,acept,not furnished,2300,5000,0,64
São Paulo,70,3,2,3,acept,furnished,813,2300,266,30
São Paulo,290,4,4,2,acept,furnished,3200,7800,584,99
São Paulo,130,2,2,0,acept,not furnished,1343,3974,71,51
São Paulo,70,3,2,1,acept,not furnished,1087,3700,38,47
São Paulo,22,1,1,0,not acept,furnished,380,6000,9,77
São Paulo,50,1,1,1,acept,not furnished,455,1900,0,25
São Paulo,120,2,1,2,acept,not furnished,660,1470,12,19
São Paulo,98,4,4,2,acept,not furnished,930,2485,0,32
São Paulo,107,4,3,2,acept,not furnished,830,3560,225,46
São Paulo,33,1,1,1,acept,furnished,613,3700,109,47
São Paulo,150,3,3,2,acept,not furnished,2177,3700,567,47
São Paulo,410,5,7,3,acept,furnished,0,12000,750,181
São Paulo,52,1,1,1,not acept,furnished,1218,5000,284,64
São Paulo,53,2,2,1,not acept,not furnished,400,1250,5,16
São Paulo,48,1,1,0,not acept,not furnished,460,2500,82,32
São Paulo,162,3,3,1,acept,not furnished,2150,7000,492,89
São Paulo,54,2,2,0,acept,furnished,2009,5150,345,66
São Paulo,320,4,3,8,acept,not furnished,0,2150,450,33
São Paulo,60,1,1,1,acept,furnished,1000,5500,200,70
São Paulo,40,1,1,1,not acept,furnished,1100,1600,160,21
São Paulo,800,5,4,6,acept,furnished,0,12000,459,181
São Paulo,120,4,4,2,acept,not furnished,2500,9500,116,121
São Paulo,64,2,2,1,not acept,not furnished,773,1900,152,29
São Paulo,241,4,4,3,acept,not furnished,2851,5525,848,71
São Paulo,45,1,1,0,acept,not furnished,406,2700,59,35
São Paulo,73,1,2,1,acept,not furnished,912,3300,185,42
São Paulo,36,1,1,2,not acept,furnished,517,3000,152,39
São Paulo,42,1,1,1,acept,not furnished,500,2200,100,28
São Paulo,65,2,2,1,not acept,not furnished,120,1850,0,28
São Paulo,215,3,4,4,acept,not furnished,0,10000,373,151
São Paulo,52,2,1,0,acept,not furnished,199,1000,30,13
São Paulo,32,1,1,1,not acept,furnished,1680,2200,142,28
São Paulo,288,4,5,4,acept,furnished,3600,4800,1167,61
São Paulo,53,2,1,1,acept,not furnished,831,2622,75,34
São Paulo,76,2,2,2,acept,furnished,900,4500,0,58
São Paulo,158,3,3,2,acept,furnished,2063,10900,706,139
São Paulo,180,3,3,1,not acept,not furnished,0,3000,117,46
São Paulo,42,1,1,1,acept,furnished,530,2900,35,37
São Paulo,90,2,2,0,acept,not furnished,0,1700,38,26
São Paulo,40,1,1,0,acept,not furnished,0,600,30,10
São Paulo,277,3,3,0,acept,not furnished,2332,8500,550,108
São Paulo,165,3,2,3,acept,not furnished,1874,3600,500,46
São Paulo,60,2,2,1,acept,furnished,1938,3400,300,44
São Paulo,175,3,5,1,acept,not furnished,0,5900,390,89
São Paulo,220,4,2,3,acept,furnished,0,5200,705,79
São Paulo,132,3,3,2,not acept,furnished,2084,2700,606,35
São Paulo,100,1,2,2,acept,furnished,2344,7000,757,89
São Paulo,130,3,3,2,acept,not furnished,0,6000,84,91
São Paulo,300,4,4,1,acept,not furnished,3000,7200,700,92
São Paulo,212,3,3,3,acept,not furnished,4000,9000,1084,115
São Paulo,61,2,1,1,acept,not furnished,609,1140,0,15
São Paulo,157,3,2,0,acept,not furnished,1325,4500,302,58
São Paulo,61,1,2,1,acept,furnished,866,5100,250,65
São Paulo,50,1,1,0,acept,not furnished,50,750,25,10
São Paulo,45,1,1,1,not acept,not furnished,0,1500,80,23
São Paulo,216,4,3,0,acept,furnished,2250,8000,609,102
São Paulo,485,4,7,7,acept,not furnished,0,10900,1032,164
São Paulo,110,2,2,2,acept,not furnished,1971,3800,480,49
São Paulo,58,2,1,0,not acept,not furnished,968,2400,10,31
São Paulo,30,1,1,0,not acept,not furnished,350,550,70,7
São Paulo,190,3,2,1,acept,not furnished,3040,6800,56,87
São Paulo,32,1,1,1,acept,furnished,500,2744,0,35
São Paulo,90,3,3,2,not acept,not furnished,897,3500,0,45
São Paulo,65,2,1,1,acept,not furnished,950,1950,213,25
São Paulo,76,2,2,0,acept,not furnished,909,5500,299,70
São Paulo,60,2,1,1,acept,not furnished,760,1790,70,23
São Paulo,40,1,1,1,not acept,furnished,470,3990,90,51
São Paulo,35,2,1,0,acept,not furnished,190,1290,0,17
São Paulo,40,2,1,1,acept,not furnished,0,1300,30,17
São Paulo,97,2,2,0,not acept,furnished,1100,10200,0,130
São Paulo,113,3,2,2,acept,not furnished,1300,4800,250,61
São Paulo,60,1,1,0,acept,furnished,0,4100,400,62
São Paulo,62,2,1,1,not acept,not furnished,735,1345,35,18
São Paulo,400,3,4,4,acept,furnished,0,15000,0,226
São Paulo,100,3,3,2,acept,not furnished,900,4100,100,62
São Paulo,182,3,2,3,acept,not furnished,2307,12000,786,153
São Paulo,50,2,1,2,not acept,not furnished,640,2200,93,28
São Paulo,50,2,2,1,not acept,not furnished,840,3700,142,47
São Paulo,84,1,2,1,acept,not furnished,1200,3353,0,25
São Paulo,167,3,3,2,acept,not furnished,0,3700,311,56
São Paulo,67,2,1,0,acept,not furnished,230,1050,31,14
São Paulo,40,1,1,0,not acept,not furnished,0,1094,0,17
São Paulo,105,3,2,3,acept,not furnished,1100,2530,428,33
São Paulo,63,2,1,2,acept,not furnished,1200,5500,220,70
São Paulo,234,4,3,3,acept,not furnished,2688,1920,423,25
São Paulo,30,1,1,1,not acept,furnished,1600,2900,180,37
São Paulo,62,2,1,1,acept,not furnished,450,1800,125,23
São Paulo,350,3,3,3,acept,not furnished,0,30000,560,451
São Paulo,125,3,2,0,not acept,not furnished,1551,2700,495,35
São Paulo,130,3,2,1,not acept,not furnished,0,2500,421,38
São Paulo,151,3,2,1,acept,furnished,1842,5000,474,64
São Paulo,65,2,1,1,acept,not furnished,590,2748,0,25
São Paulo,189,3,4,3,acept,not furnished,2300,6000,67,77
São Paulo,186,3,4,3,acept,not furnished,1400,8000,667,102
São Paulo,65,2,2,1,acept,not furnished,748,2800,222,36
São Paulo,71,3,2,2,acept,not furnished,680,2500,50,32
São Paulo,200,3,3,2,not acept,not furnished,0,2800,186,43
São Paulo,138,3,3,2,acept,furnished,1112,5800,475,74
São Paulo,90,1,2,1,acept,furnished,1235,4200,58,54
São Paulo,35,1,1,1,not acept,not furnished,60,1249,0,8
São Paulo,200,3,3,2,acept,not furnished,3000,4000,770,51
São Paulo,80,2,1,1,not acept,not furnished,937,2900,84,37
São Paulo,180,3,3,2,acept,not furnished,2200,11000,131,140
São Paulo,20,1,1,0,acept,not furnished,0,2060,0,27
São Paulo,90,2,1,0,acept,not furnished,0,1800,280,28
São Paulo,64,2,1,1,acept,not furnished,600,2000,108,26
São Paulo,129,3,2,2,acept,not furnished,1580,2600,542,33
São Paulo,79,1,2,2,not acept,furnished,800,5500,199,70
São Paulo,110,3,1,0,acept,not furnished,0,2000,0,31
São Paulo,220,4,4,4,not acept,not furnished,1850,5500,834,70
São Paulo,55,2,1,1,acept,furnished,100,1530,0,20
São Paulo,64,2,2,2,acept,not furnished,875,3400,47,44
São Paulo,143,3,2,3,acept,not furnished,1100,4500,625,58
São Paulo,500,2,2,1,acept,not furnished,129,2140,0,33
São Paulo,53,2,1,1,acept,not furnished,450,4000,42,51
São Paulo,58,1,1,1,acept,furnished,1500,2800,334,36
