city,area,rooms,bathroom,parking spaces,animal,furniture,hoa (R$),rent amount (R$),property tax (R$),fire insurance (R$)
São Paulo,334,3,3,8,acept,not furnished,0,8600,209,130
São Paulo,330,4,3,0,acept,not furnished,0,9800,750,148
São Paulo,200,3,3,2,acept,not furnished,2000,6500,417,83
São Paulo,100,4,5,2,acept,not furnished,2400,8500,500,108
São Paulo,267,3,6,6,acept,not furnished,0,4800,470,73
São Paulo,213,3,5,5,acept,not furnished,3800,6200,0,79
São Paulo,35,1,1,0,not acept,not furnished,0,780,40,12
São Paulo,160,3,4,3,acept,not furnished,2087,2500,298,32
São Paulo,22,1,1,0,acept,not furnished,295,2000,44,26
São Paulo,400,4,4,3,acept,furnished,3000,10000,0,127
São Paulo,45,1,2,1,acept,not furnished,495,2100,99,27
São Paulo,237,4,4,0,not acept,not furnished,3168,8000,1031,102
São Paulo,180,3,3,0,acept,not furnished,0,13000,715,196
São Paulo,30,1,1,0,not acept,not furnished,349,1805,0,23
São Paulo,13,1,1,0,acept,not furnished,0,2200,42,28
São Paulo,140,4,4,2,acept,furnished,0,6800,107,103
São Paulo,220,3,4,4,acept,not furnished,1587,4250,711,54
São Paulo,90,3,2,1,acept,not furnished,934,1450,65,19
São Paulo,79,2,3,1,acept,not furnished,2500,3100,500,40
São Paulo,45,1,1,2,acept,not furnished,695,1800,170,23
São Paulo,168,3,4,5,acept,furnished,1610,3600,190,46
São Paulo,95,3,2,3,not acept,not furnished,687,2500,41,32
São Paulo,58,1,1,1,acept,furnished,750,4700,200,60
São Paulo,213,4,3,5,acept,not furnished,0,3900,298,59
São Paulo,162,4,4,3,not acept,not furnished,1500,5500,891,70
São Paulo,49,1,1,0,not acept,furnished,443,3800,89,49
São Paulo,32,1,1,0,acept,not furnished,0,1400,0,18
São Paulo,74,2,2,2,acept,not furnished,1100,3400,163,44
São Paulo,280,4,4,8,acept,not furnished,0,7040,688,106
São Paulo,123,3,2,2,acept,not furnished,1342,2174,283,28
São Paulo,125,3,2,2,acept,not furnished,0,1700,5,26
São Paulo,85,3,2,3,acept,furnished,1100,1999,153,26
São Paulo,22,1,1,0,not acept,not furnished,0,870,0,14
São Paulo,278,3,2,1,acept,not furnished,2640,7800,601,99
São Paulo,18,1,1,0,acept,not furnished,400,1130,30,15
São Paulo,26,1,1,0,acept,not furnished,200,3500,1,45
São Paulo,100,4,2,2,acept,not furnished,0,3500,42,53
São Paulo,189,4,3,2,not acept,furnished,2300,6500,584,83
São Paulo,226,3,3,0,acept,furnished,0,6000,34,91
São Paulo,70,2,1,1,acept,not furnished,484,1100,20,14
São Paulo,210,3,4,4,acept,furnished,2000,15000,1000,191
São Paulo,92,3,2,2,acept,not furnished,660,1900,105,25
São Paulo,120,2,2,2,acept,not furnished,0,2690,226,41
São Paulo,16,1,1,0,not acept,not furnished,0,1200,59,16
São Paulo,50,1,1,0,not acept,not furnished,0,800,0,13
São Paulo,111,2,2,1,not acept,not furnished,1400,3500,175,45
São Paulo,290,4,3,2,not acept,furnished,2890,7150,862,91
São Paulo,353,4,5,5,acept,not furnished,3000,10000,0,127
São Paulo,55,2,1,1,acept,not furnished,635,1990,80,26
São Paulo,182,4,4,2,acept,not furnished,2965,6000,605,77
São Paulo,42,1,1,1,acept,furnished,565,3800,24,49
São Paulo,56,1,1,0,not acept,not furnished,0,1200,48,19
São Paulo,160,3,3,2,acept,not furnished,2000,5000,570,64
São Paulo,70,1,1,2,acept,not furnished,0,1300,63,20
São Paulo,300,4,4,6,not acept,furnished,4000,5500,1180,70
São Paulo,140,3,2,2,acept,furnished,1050,12000,209,153
São Paulo,108,2,3,2,acept,not furnished,450,2100,250,32
São Paulo,157,3,3,4,acept,not furnished,1300,4900,725,63
São Paulo,101,3,4,2,acept,not furnished,1300,3120,340,40
São Paulo,87,3,2,4,acept,not furnished,800,2000,67,26
São Paulo,67,1,2,1,acept,furnished,815,2479,117,32
São Paulo,200,3,3,8,acept,not furnished,0,4480,509,68
São Paulo,48,2,1,1,acept,not furnished,545,1720,0,22
São Paulo,54,2,1,1,not acept,not furnished,245,1300,4,17
São Paulo,280,3,3,2,acept,furnished,3000,5650,692,72
São Paulo,172,3,4,3,acept,furnished,1650,7800,890,99
São Paulo,136,3,2,2,acept,furnished,1259,15000,374,191
São Paulo,26,1,1,0,acept,furnished,250,2300,42,30
São Paulo,100,3,2,6,acept,not furnished,0,7500,1000,113
São Paulo,60,2,2,2,acept,not furnished,165,1950,67,30
São Paulo,45,2,1,1,acept,not furnished,300,1920,34,25
São Paulo,150,3,3,8,acept,not furnished,0,8000,1084,121
São Paulo,160,4,3,2,acept,not furnished,0,3800,250,58
São Paulo,79,3,2,2,acept,not furnished,652,1290,90,17
São Paulo,35,1,1,1,acept,not furnished,530,1600,134,21
São Paulo,270,3,4,0,acept,not furnished,0,3500,165,45
São Paulo,156,3,4,3,not acept,not furnished,1417,5000,500,64
São Paulo,50,1,1,1,acept,furnished,600,2800,0,20
São Paulo,60,1,1,2,not acept,not furnished,3398,1900,288,25
São Paulo,140,3,4,3,acept,not furnished,1100,4000,489,51
São Paulo,53,1,1,0,not acept,not furnished,170,1680,68,22
São Paulo,200,4,4,4,acept,not furnished,0,4220,450,64
São Paulo,160,3,4,3,acept,furnished,0,9350,0,141
São Paulo,168,3,2,2,acept,not furnished,0,2500,152,38
São Paulo,120,3,1,2,not acept,not furnished,0,3500,117,53
São Paulo,255,3,4,2,acept,furnished,2600,6000,500,77
São Paulo,23,1,1,1,acept,not furnished,472,2300,59,30
São Paulo,120,3,2,1,not acept,not furnished,870,2500,160,32
São Paulo,50,2,1,1,acept,not furnished,978,2430,124,31
São Paulo,145,3,2,1,acept,furnished,1017,2000,12,26
São Paulo,211,3,5,3,acept,furnished,2500,7000,750,89
São Paulo,30,1,1,0,not acept,not furnished,0,2060,0,27
São Paulo,86,2,2,1,acept,not furnished,690,1900,93,25
São Paulo,61,1,2,2,not acept,furnished,2200,4000,250,51
São Paulo,383,4,4,5,not acept,not furnished,2189,3004,709,39
São Paulo,210,3,3,0,acept,not furnished,0,5500,734,83
São Paulo,60,2,2,1,not acept,furnished,916,5650,59,72
São Paulo,213,4,6,4,acept,furnished,3200,8500,970,108
São Paulo,50,1,1,1,not acept,furnished,781,5300,212,68
São Paulo,149,2,3,3,acept,not furnished,1603,4500,883,58
São Paulo,410,4,5,5,acept,not furnished,0,20000,0,254
São Paulo,40,1,1,1,acept,furnished,474,3175,105,41
São Paulo,60,2,2,2,acept,furnished,760,3800,132,49
São Paulo,68,2,1,1,acept,not furnished,0,2100,0,27
São Paulo,65,2,2,2,acept,furnished,1084,3300,207,42
São Paulo,44,1,1,1,acept,not furnished,400,1200,0,16
São Paulo,170,3,3,2,acept,not furnished,0,4850,334,73
São Paulo,118,3,2,1,not acept,not furnished,1116,4775,185,61
São Paulo,114,3,2,2,acept,not furnished,900,3780,100,48
São Paulo,147,3,2,2,acept,furnished,1313,3600,414,46
São Paulo,250,3,4,2,acept,not furnished,0,6000,75,91
São Paulo,71,2,1,0,acept,furnished,613,1040,0,14
São Paulo,35,1,1,1,not acept,furnished,886,1250,90,16
São Paulo,57,2,2,1,not acept,furnished,584,2300,50,30
São Paulo,38,1,1,0,not acept,not furnished,480,1220,25,16
São Paulo,350,2,4,8,not acept,not furnished,0,3300,450,50
São Paulo,210,3,2,2,acept,furnished,0,3500,101,53
São Paulo,40,2,1,0,acept,not furnished,348,1100,0,14
São Paulo,58,2,1,2,acept,not furnished,383,1360,0,18
São Paulo,120,3,3,2,acept,not furnished,1800,3400,134,44
São Paulo,162,3,4,0,acept,not furnished,0,3200,267,49
São Paulo,40,1,1,0,not acept,not furnished,150,1800,38,23
São Paulo,135,3,2,1,acept,not furnished,1378,3290,279,42
São Paulo,76,2,2,2,acept,not furnished,978,1400,123,18
São Paulo,180,4,1,1,acept,not furnished,2420,8500,400,108
São Paulo,128,2,3,1,acept,not furnished,755,4339,85,55
São Paulo,44,1,1,0,acept,furnished,450,2500,30,32
São Paulo,189,3,3,1,acept,not furnished,2143,5800,371,74
São Paulo,286,4,4,5,acept,not furnished,0,10800,1125,163
São Paulo,60,1,2,1,not acept,furnished,844,3800,0,49
São Paulo,40,1,1,0,not acept,not furnished,0,880,48,14
São Paulo,42,1,1,1,not acept,furnished,712,3500,22,45
São Paulo,360,4,4,2,acept,not furnished,3340,11050,0,141
São Paulo,140,2,1,0,acept,not furnished,0,1650,167,25
São Paulo,16,1,1,0,not acept,not furnished,0,910,0,12
São Paulo,336,4,4,6,acept,not furnished,0,7677,950,116
São Paulo,210,4,4,3,acept,furnished,2800,5000,917,64
São Paulo,242,4,5,4,acept,furnished,3270,12000,930,153
São Paulo,150,3,2,2,acept,not furnished,1181,2000,384,26
São Paulo,50,1,1,1,acept,furnished,776,4000,126,51
São Paulo,450,3,3,8,acept,furnished,0,5015,400,76
São Paulo,600,5,7,5,acept,not furnished,0,5200,155,79
São Paulo,70,1,1,0,acept,not furnished,430,3200,109,41
São Paulo,76,3,2,0,acept,not furnished,1160,1240,95,16
São Paulo,280,3,3,4,acept,not furnished,0,6520,834,99
São Paulo,172,2,4,3,acept,not furnished,1400,11000,775,140
São Paulo,246,3,4,4,acept,furnished,3800,12000,750,153
São Paulo,64,2,1,1,acept,not furnished,400,1500,101,20
São Paulo,80,3,2,1,acept,not furnished,0,2170,47,33
São Paulo,30,1,1,0,not acept,not furnished,0,1850,167,28
São Paulo,43,1,1,0,acept,not furnished,219,1472,42,6
São Paulo,30,1,1,1,not acept,not furnished,1379,1660,18,22
São Paulo,54,2,1,0,not acept,not furnished,571,1700,135,22
São Paulo,80,2,2,1,acept,not furnished,400,1500,36,20
São Paulo,30,1,1,1,acept,furnished,500,3900,84,50
São Paulo,50,1,1,0,acept,not furnished,0,1600,0,25
São Paulo,156,2,3,2,acept,furnished,2040,13590,292,173
São Paulo,300,3,4,3,acept,furnished,3000,4000,0,51
São Paulo,39,1,1,1,not acept,furnished,680,2500,115,32
São Paulo,150,4,3,4,acept,not furnished,0,3000,500,46
São Paulo,140,2,3,4,acept,furnished,2300,6170,417,79
São Paulo,240,4,4,3,acept,not furnished,2800,4200,792,54
São Paulo,70,2,1,0,acept,not furnished,0,1300,70,20
São Paulo,99,3,2,1,acept,not furnished,390,2500,90,32
São Paulo,120,2,1,1,acept,not furnished,0,2100,175,32
São Paulo,110,3,2,3,acept,not furnished,0,2600,400,40
São Paulo,70,3,2,2,acept,not furnished,1058,1659,44,22
São Paulo,395,4,4,3,acept,furnished,2137,15000,834,191
São Paulo,318,4,6,4,acept,furnished,3450,10160,0,129
São Paulo,167,3,2,1,acept,not furnished,1787,10850,532,138
São Paulo,50,1,1,0,not acept,not furnished,467,1209,129,8
São Paulo,140,4,4,3,acept,not furnished,1800,3600,583,46
São Paulo,92,3,1,1,acept,not furnished,340,1600,4,21
São Paulo,159,2,3,1,not acept,furnished,1276,3230,49,41
São Paulo,240,3,5,4,acept,not furnished,0,7500,459,113
São Paulo,200,3,2,2,acept,not furnished,0,5000,167,76
São Paulo,68,2,1,1,acept,not furnished,525,1600,142,21
São Paulo,107,2,2,1,acept,not furnished,400,2600,0,33
São Paulo,70,3,2,1,not acept,furnished,569,3300,159,42
São Paulo,240,3,3,0,acept,not furnished,300,4300,292,65
São Paulo,113,2,2,1,acept,not furnished,1000,3000,50,39
São Paulo,280,3,4,2,not acept,not furnished,4000,6000,1059,77
São Paulo,270,3,3,3,acept,not furnished,2800,13000,959,165
São Paulo,78,2,1,1,acept,not furnished,645,2000,35,26
São Paulo,60,1,2,1,acept,not furnished,0,1500,30,23
São Paulo,30,1,1,0,acept,not furnished,0,750,59,12
São Paulo,58,1,1,1,not acept,not furnished,580,1740,75,23
São Paulo,32,1,1,1,not acept,furnished,811,3200,174,41
São Paulo,260,4,4,2,acept,furnished,2570,4400,584,56
São Paulo,100,2,1,0,acept,not furnished,0,2300,198,35
São Paulo,60,1,1,1,not acept,not furnished,0,1180,0,18
São Paulo,27,1,1,0,not acept,not furnished,1404,3500,1,45
São Paulo,40,1,1,1,acept,furnished,480,1680,102,22
São Paulo,62,3,2,1,acept,not furnished,487,2400,54,31
São Paulo,380,3,4,4,acept,not furnished,0,8000,952,121
São Paulo,74,2,2,0,acept,furnished,1105,3600,210,46
São Paulo,60,2,1,0,acept,not furnished,0,1100,0,17
São Paulo,50,1,1,1,not acept,furnished,707,3700,30,47
São Paulo,57,2,2,2,acept,not furnished,834,1630,189,21
São Paulo,39,1,1,1,acept,not furnished,529,995,49,13
São Paulo,221,3,2,2,acept,not furnished,1980,4500,200,58
São Paulo,140,3,2,0,acept,furnished,2500,1799,375,23
São Paulo,42,1,1,0,acept,not furnished,400,1150,27,15
São Paulo,170,3,3,4,acept,not furnished,0,3500,222,53
São Paulo,60,2,1,0,acept,not furnished,1,1610,0,25
São Paulo,120,3,4,2,acept,not furnished,187,3450,149,52
São Paulo,142,2,3,2,acept,not furnished,1400,3550,492,45
São Paulo,140,3,3,2,acept,not furnished,2400,6000,500,77
São Paulo,20,1,1,0,not acept,not furnished,0,790,0,11
São Paulo,400,5,4,2,acept,not furnished,2675,2000,832,26
São Paulo,192,3,3,3,acept,furnished,1790,6500,630,83
São Paulo,80,3,2,1,acept,not furnished,850,1790,128,23
São Paulo,29,1,1,0,acept,not furnished,257,1043,0,14
São Paulo,88,3,1,2,acept,not furnished,1900,2500,84,32
São Paulo,100,4,1,0,acept,not furnished,0,1600,100,25
São Paulo,240,4,3,3,acept,not furnished,2850,12000,700,153
São Paulo,180,3,3,2,acept,not furnished,2100,8000,413,102
São Paulo,35,1,1,0,not acept,not furnished,150,850,0,11
São Paulo,60,2,1,1,acept,not furnished,550,1310,5,17
São Paulo,239,4,4,3,acept,furnished,0,5950,500,90
São Paulo,130,3,2,1,not acept,furnished,1100,2300,109,30
São Paulo,90,2,2,1,acept,not furnished,0,1800,0,28
São Paulo,70,2,2,1,not acept,not furnished,670,1450,0,19
São Paulo,55,2,1,1,acept,not furnished,640,1625,0,21
São Paulo,33,1,1,0,not acept,not furnished,550,4000,0,51
São Paulo,159,4,2,0,acept,not furnished,2064,1900,634,25
São Paulo,80,2,1,2,acept,not furnished,0,1569,0,24
São Paulo,170,3,4,3,acept,not furnished,1500,5000,450,64
São Paulo,300,4,4,3,acept,furnished,0,5080,284,77
São Paulo,270,3,4,2,acept,not furnished,2890,6500,100,83
São Paulo,100,3,3,1,acept,not furnished,0,2400,0,37
São Paulo,35,1,1,0,acept,furnished,420,1800,0,23
São Paulo,240,3,4,1,not acept,not furnished,1700,14850,400,189
São Paulo,45,1,1,0,acept,not furnished,0,900,0,14
São Paulo,55,2,1,1,acept,furnished,565,2800,0,36
São Paulo,22,1,1,0,not acept,furnished,350,2410,0,31
São Paulo,189,4,2,2,acept,not furnished,1970,8000,559,102
São Paulo,375,4,5,3,acept,furnished,0,9000,850,136
São Paulo,65,2,1,1,acept,not furnished,315,1400,47,18
São Paulo,462,4,6,4,acept,furnished,0,8000,1081,121
São Paulo,150,2,1,0,acept,not furnished,180,2285,100,29
São Paulo,260,4,5,4,acept,furnished,3471,7500,0,96
São Paulo,175,4,3,2,acept,not furnished,0,2890,0,44
São Paulo,150,4,2,3,acept,not furnished,3030,7377,800,94
São Paulo,375,4,4,3,acept,not furnished,0,6400,75,97
São Paulo,127,4,3,2,acept,not furnished,1040,4930,472,63
São Paulo,50,1,2,1,not acept,furnished,750,3300,214,42
São Paulo,55,2,1,1,acept,furnished,608,2100,84,27
São Paulo,34,1,1,0,not acept,not furnished,0,900,46,14
São Paulo,80,2,1,0,not acept,not furnished,400,1777,0,23
São Paulo,130,3,3,2,acept,not furnished,1400,1650,414,21
São Paulo,45,1,1,0,not acept,not furnished,350,1015,33,13
São Paulo,20,1,1,0,not acept,furnished,0,2060,0,27
São Paulo,60,1,2,0,acept,not furnished,0,1062,1,16
São Paulo,250,4,3,2,acept,not furnished,0,3900,475,59
São Paulo,98,1,2,0,acept,furnished,3177,15000,130,191
São Paulo,27,1,1,1,not acept,furnished,650,1900,59,25
São Paulo,30,1,1,0,acept,not furnished,380,1700,0,22
São Paulo,90,3,2,1,acept,not furnished,900,2066,92,27
São Paulo,350,4,5,2,not acept,furnished,0,7500,0,113
São Paulo,160,3,4,2,acept,not furnished,0,4300,209,65
São Paulo,240,4,4,4,acept,not furnished,3250,13000,1121,165
São Paulo,150,4,2,2,not acept,not furnished,1700,4400,37,56
São Paulo,50,2,1,1,acept,furnished,400,1900,0,15
São Paulo,70,3,2,1,acept,not furnished,800,2800,67,36
São Paulo,195,4,6,3,acept,not furnished,1400,8000,750,102
São Paulo,160,3,3,2,acept,not furnished,0,4200,342,64
São Paulo,470,4,6,3,acept,not furnished,0,7200,1134,109
São Paulo,300,4,4,3,acept,not furnished,0,12900,584,194
São Paulo,330,5,6,2,acept,not furnished,800,8950,250,114
São Paulo,240,4,5,4,acept,furnished,3700,12000,1000,153
São Paulo,150,3,2,5,acept,not furnished,0,2300,260,35
São Paulo,200,3,2,1,acept,not furnished,1750,4500,375,58
São Paulo,106,2,2,2,not acept,furnished,1170,10600,334,135
São Paulo,35,1,1,1,acept,not furnished,380,2200,100,28
São Paulo,70,3,2,1,acept,not furnished,1200,2900,25,37
São Paulo,74,2,1,2,acept,furnished,1100,6600,424,84
São Paulo,69,2,2,2,acept,not furnished,853,1900,210,25
São Paulo,50,1,1,0,not acept,not furnished,0,830,0,13
São Paulo,71,1,1,1,acept,not furnished,1650,3000,238,39
São Paulo,57,2,1,1,acept,furnished,350,1800,50,23
São Paulo,28,1,1,0,acept,furnished,500,2200,72,28
São Paulo,39,1,1,0,acept,furnished,300,2000,0,26
São Paulo,160,3,3,2,acept,not furnished,0,4500,209,68
São Paulo,235,3,3,1,acept,not furnished,2585,5150,575,66
São Paulo,171,3,2,1,acept,not furnished,1200,2200,300,28
São Paulo,134,3,3,3,acept,not furnished,1680,2125,375,27
São Paulo,50,1,1,0,not acept,not furnished,0,800,34,13
São Paulo,145,2,2,1,acept,furnished,1463,4000,0,51
São Paulo,211,4,4,4,acept,not furnished,1800,3390,775,43
São Paulo,72,2,2,0,acept,not furnished,820,1500,70,20
São Paulo,68,1,2,1,acept,not furnished,1040,6000,229,77
São Paulo,240,3,2,0,acept,furnished,1717,6500,444,83
São Paulo,67,1,1,1,acept,furnished,920,2600,72,33
São Paulo,140,3,3,5,not acept,furnished,2000,8000,710,102
São Paulo,34,1,1,0,acept,not furnished,372,2700,57,35
São Paulo,54,2,1,0,acept,not furnished,535,2001,0,26
São Paulo,54,1,1,1,not acept,furnished,1050,7200,250,92
São Paulo,200,3,2,4,acept,not furnished,0,3500,500,53
São Paulo,107,3,2,2,acept,not furnished,1122,2600,350,33
São Paulo,86,2,1,1,acept,not furnished,1002,2340,0,8
São Paulo,250,4,3,4,acept,not furnished,0,2700,154,41
São Paulo,80,2,1,0,acept,not furnished,740,2200,92,28
São Paulo,70,1,1,0,acept,not furnished,472,1870,0,24
São Paulo,25,1,1,0,not acept,not furnished,0,885,0,12
São Paulo,80,2,2,1,acept,not furnished,1200,10000,109,127
São Paulo,260,3,5,0,acept,not furnished,0,9000,634,136
São Paulo,50,2,2,1,acept,not furnished,624,2700,82,35
São Paulo,400,3,6,6,acept,furnished,0,6500,375,98
São Paulo,113,2,1,1,acept,not furnished,1000,3000,50,39
São Paulo,82,2,1,2,acept,furnished,2020,3100,333,40
São Paulo,65,2,1,3,acept,not furnished,800,2000,217,26
São Paulo,38,1,1,0,not acept,not furnished,60,950,0,13
São Paulo,107,3,3,2,acept,not furnished,1600,4500,417,58
São Paulo,35,1,1,1,not acept,furnished,550,3250,30,42
São Paulo,137,3,3,1,acept,furnished,1247,5500,303,70
São Paulo,32,1,1,1,acept,furnished,2000,2000,416,26
São Paulo,85,2,2,0,acept,not furnished,0,1700,0,26
São Paulo,100,2,2,0,acept,not furnished,0,2500,274,38
São Paulo,136,3,4,3,acept,not furnished,1400,5000,117,64
São Paulo,362,4,5,2,acept,not furnished,0,7000,834,106
São Paulo,500,4,7,8,acept,not furnished,0,9250,1167,140
São Paulo,56,2,1,1,acept,not furnished,350,2600,0,33
São Paulo,35,1,1,1,not acept,furnished,300,2840,10,36
São Paulo,45,1,1,0,not acept,not furnished,0,950,30,15
São Paulo,114,2,3,1,acept,furnished,902,7010,167,89
São Paulo,300,2,4,2,acept,not furnished,0,6000,419,91
São Paulo,92,2,1,1,not acept,furnished,690,3950,0,51
São Paulo,140,3,2,2,acept,not furnished,1640,5500,583,70
São Paulo,244,4,3,4,acept,not furnished,3460,7000,1000,89
São Paulo,120,3,2,3,acept,not furnished,1400,2000,292,26
São Paulo,248,4,5,4,not acept,not furnished,2500,9100,250,116
São Paulo,63,2,2,1,acept,not furnished,783,1690,27,22
São Paulo,45,1,1,1,acept,not furnished,694,1800,172,23
São Paulo,129,2,3,2,acept,furnished,1100,2376,334,38
São Paulo,300,3,3,8,acept,not furnished,0,4675,400,71
São Paulo,29,1,1,1,not acept,furnished,650,2200,118,28
São Paulo,153,4,3,3,acept,not furnished,2500,5500,700,70
São Paulo,75,1,1,2,acept,furnished,976,7000,323,89
São Paulo,84,4,1,3,not acept,not furnished,1914,6000,804,77
São Paulo,208,3,4,3,not acept,not furnished,0,3490,476,53
São Paulo,100,1,2,1,not acept,not furnished,1520,6000,348,77
São Paulo,84,3,2,2,acept,furnished,540,2200,71,28
São Paulo,145,4,3,2,acept,not furnished,1644,4800,500,61
São Paulo,300,4,3,2,acept,furnished,0,15000,1040,226
São Paulo,65,2,2,1,not acept,furnished,980,6000,250,77
São Paulo,27,1,1,0,not acept,not furnished,0,836,0,13
São Paulo,97,3,1,1,acept,not furnished,762,2300,25,30
São Paulo,52,1,2,1,acept,not furnished,1100,5000,210,64
São Paulo,157,4,3,2,acept,not furnished,0,6608,492,100
São Paulo,172,4,4,3,acept,furnished,1650,8800,890,112
São Paulo,64,2,2,2,not acept,not furnished,865,3500,0,45
São Paulo,55,3,1,1,acept,not furnished,458,1300,0,17
São Paulo,215,4,4,2,not acept,not furnished,1950,6000,834,77
São Paulo,287,3,2,5,acept,not furnished,0,15000,0,226
São Paulo,58,2,1,1,acept,furnished,383,1500,43,20
São Paulo,90,3,2,2,acept,not furnished,850,1600,300,21
São Paulo,200,3,3,3,acept,not furnished,0,3315,241,50
São Paulo,65,3,2,1,acept,not furnished,650,2200,5,28
São Paulo,102,2,1,0,acept,not furnished,538,2000,109,26
São Paulo,86,3,2,2,acept,furnished,800,3100,203,40
São Paulo,220,4,4,3,acept,not furnished,2500,4500,1042,58
São Paulo,80,3,3,1,not acept,not furnished,934,1700,25,22
São Paulo,78,2,2,1,acept,not furnished,792,2200,148,28
São Paulo,178,4,2,5,acept,not furnished,0,6000,459,91
São Paulo,47,2,1,1,acept,not furnished,565,1140,64,15
São Paulo,80,2,2,2,acept,not furnished,50,1700,177,26
São Paulo,144,3,3,2,acept,furnished,0,5000,109,76
São Paulo,48,2,1,0,acept,not furnished,90,1150,90,15
São Paulo,64,3,2,2,acept,not furnished,500,1530,34,20
São Paulo,50,1,1,1,acept,furnished,1140,5156,117,66
São Paulo,60,2,2,1,acept,not furnished,700,1465,100,19
São Paulo,339,3,3,4,acept,not furnished,0,3880,353,59
São Paulo,72,2,2,2,not acept,not furnished,800,3060,250,39
São Paulo,50,1,1,0,not acept,not furnished,0,800,59,13
São Paulo,160,2,3,3,acept,not furnished,0,7500,417,113
São Paulo,265,3,4,3,acept,furnished,0,3490,450,53
São Paulo,103,3,1,3,acept,not furnished,1054,3400,94,44
São Paulo,60,2,2,1,acept,not furnished,640,1650,0,21
São Paulo,136,3,3,3,acept,furnished,1450,7900,490,101
São Paulo,206,3,3,4,acept,not furnished,1800,12500,758,159
São Paulo,229,4,2,3,acept,furnished,1100,5500,409,70
São Paulo,130,3,2,0,acept,furnished,1386,4500,574,58
São Paulo,200,4,5,3,not acept,not furnished,2750,6000,250,77
São Paulo,120,3,2,1,acept,not furnished,0,3000,495,46
São Paulo,40,1,1,0,not acept,not furnished,600,1300,111,17
São Paulo,54,2,1,1,acept,not furnished,600,1800,129,23
São Paulo,48,2,1,0,acept,not furnished,100,1350,0,18
São Paulo,149,3,4,3,acept,furnished,1300,6000,550,77
São Paulo,45,2,1,1,acept,not furnished,270,1500,82,20
São Paulo,76,2,2,2,not acept,not furnished,850,2650,130,34
São Paulo,60,2,1,0,acept,not furnished,487,1850,0,24
São Paulo,118,3,3,2,not acept,not furnished,1800,9000,352,115
São Paulo,200,2,3,1,not acept,furnished,2300,13000,625,165
São Paulo,200,2,2,1,acept,not furnished,0,5000,0,76
São Paulo,138,3,4,2,acept,furnished,1500,10000,527,127
São Paulo,53,2,1,1,acept,furnished,950,1200,0,16
São Paulo,135,3,3,2,not acept,furnished,1855,2800,641,36
São Paulo,50,1,1,0,not acept,not furnished,0,750,25,12
São Paulo,34,1,1,1,not acept,not furnished,1200,1300,100,17
São Paulo,218,3,3,3,not acept,not furnished,2300,4000,775,51
São Paulo,72,2,1,1,acept,not furnished,990,2630,378,34
São Paulo,45,2,1,1,acept,not furnished,300,1600,34,21
São Paulo,130,3,3,2,acept,not furnished,0,3100,130,47
São Paulo,72,3,2,2,acept,not furnished,616,3000,245,39
São Paulo,50,1,1,0,not acept,not furnished,0,900,0,14
São Paulo,100,2,2,0,not acept,furnished,1100,4999,50,64
São Paulo,550,4,5,0,acept,not furnished,2700,8800,0,112
São Paulo,55,1,2,1,acept,not furnished,777,3800,100,49
São Paulo,40,1,2,1,not acept,furnished,1935,4200,318,54
São Paulo,52,1,1,1,acept,furnished,650,3950,290,51
São Paulo,46,2,1,1,acept,not furnished,280,1434,9,19
São Paulo,50,1,1,0,acept,not furnished,0,1050,59,16
São Paulo,100,3,2,0,acept,not furnished,750,2020,132,26
São Paulo,72,2,2,1,acept,not furnished,880,2100,27,27
São Paulo,264,3,5,0,acept,not furnished,0,6000,488,91
São Paulo,76,2,2,2,acept,not furnished,909,5500,299,70
São Paulo,16,1,1,0,not acept,not furnished,0,870,0,12
São Paulo,198,3,2,2,acept,not furnished,1400,3250,334,42
São Paulo,190,3,2,1,acept,not furnished,1600,4000,100,51
São Paulo,180,3,2,2,acept,not furnished,0,11000,150,166
São Paulo,320,3,3,2,acept,not furnished,0,7200,600,109
São Paulo,116,3,2,2,acept,not furnished,1884,3800,518,49
São Paulo,128,2,1,1,acept,furnished,1200,8500,9,108
São Paulo,70,2,1,1,acept,not furnished,660,3800,45,49
São Paulo,115,3,3,3,acept,not furnished,0,2400,71,37
São Paulo,108,2,4,2,acept,not furnished,1289,4500,522,58
São Paulo,64,2,2,1,not acept,not furnished,1182,6950,276,89
São Paulo,178,3,2,1,acept,furnished,0,3500,130,53
São Paulo,150,3,3,1,not acept,not furnished,2229,4500,484,58
São Paulo,37,1,1,1,not acept,furnished,485,3300,13,42
São Paulo,190,3,2,1,acept,not furnished,0,3700,0,56
São Paulo,160,3,3,3,not acept,not furnished,1509,5850,528,88
São Paulo,530,4,5,6,not acept,not furnished,0,13000,0,196
São Paulo,59,2,1,1,acept,furnished,801,1200,0,16
São Paulo,77,2,1,0,acept,not furnished,590,2050,7,26
São Paulo,160,3,2,1,acept,not furnished,1500,4300,500,55
São Paulo,47,1,1,1,acept,not furnished,530,1800,0,23
São Paulo,60,1,2,1,acept,not furnished,1155,4000,112,51
São Paulo,88,2,4,2,acept,not furnished,840,2300,379,30
São Paulo,49,2,1,1,acept,not furnished,350,2000,3,26
São Paulo,26,1,1,0,acept,furnished,550,3500,80,45
São Paulo,36,1,1,0,acept,not furnished,300,1600,60,21
São Paulo,150,3,2,5,acept,not furnished,0,2100,260,32
São Paulo,77,1,1,1,not acept,not furnished,0,5700,0,73
